Grupo B
Libro_112844, ID: 112844, Suma ID: 20, ID EN BINARIO: 11011100011001100, ID EN HEXADECIMAL: 1B8CC, FACTORIAL SUMA: 2432902008176640000
Libro_571717, ID: 571717, Suma ID: 28, ID EN BINARIO: 10001011100101000101, ID EN HEXADECIMAL: 8B945, FACTORIAL SUMA: 12478583540742619136
Libro_572353, ID: 572353, Suma ID: 25, ID EN BINARIO: 10001011101111000001, ID EN HEXADECIMAL: 8BBC1, FACTORIAL SUMA: 7034535277573963776
Libro_573869, ID: 573869, Suma ID: 38, ID EN BINARIO: 10001100000110101101, ID EN HEXADECIMAL: 8C1AD, FACTORIAL SUMA: 4789013295250014208
Libro_578993, ID: 578993, Suma ID: 41, ID EN BINARIO: 10001101010110110001, ID EN HEXADECIMAL: 8D5B1, FACTORIAL SUMA: 15551764317513711616
Libro_586385, ID: 586385, Suma ID: 35, ID EN BINARIO: 10001111001010010001, ID EN HEXADECIMAL: 8F291, FACTORIAL SUMA: 6399018521010896896
Libro_591189, ID: 591189, Suma ID: 33, ID EN BINARIO: 10010000010101010101, ID EN HEXADECIMAL: 90555, FACTORIAL SUMA: 3400198294675128320
Libro_595894, ID: 595894, Suma ID: 40, ID EN BINARIO: 10010001011110110110, ID EN HEXADECIMAL: 917B6, FACTORIAL SUMA: 18376134811363311616
Libro_596261, ID: 596261, Suma ID: 29, ID EN BINARIO: 10010001100100100101, ID EN HEXADECIMAL: 91925, FACTORIAL SUMA: 11390785281054474240
Libro_621773, ID: 621773, Suma ID: 26, ID EN BINARIO: 10010111110011001101, ID EN HEXADECIMAL: 97CCD, FACTORIAL SUMA: 16877220553537093632
Libro_621988, ID: 621988, Suma ID: 34, ID EN BINARIO: 10010111110110100100, ID EN HEXADECIMAL: 97DA4, FACTORIAL SUMA: 4926277576697053184
Libro_629177, ID: 629177, Suma ID: 32, ID EN BINARIO: 10011001100110111001, ID EN HEXADECIMAL: 999B9, FACTORIAL SUMA: 12400865694432886784
Libro_631772, ID: 631772, Suma ID: 26, ID EN BINARIO: 10011010001111011100, ID EN HEXADECIMAL: 9A3DC, FACTORIAL SUMA: 16877220553537093632
Libro_632151, ID: 632151, Suma ID: 18, ID EN BINARIO: 10011010010101010111, ID EN HEXADECIMAL: 9A557, FACTORIAL SUMA: 6402373705728000
Libro_634348, ID: 634348, Suma ID: 28, ID EN BINARIO: 10011010110111101100, ID EN HEXADECIMAL: 9ADEC, FACTORIAL SUMA: 12478583540742619136
Libro_634422, ID: 634422, Suma ID: 21, ID EN BINARIO: 10011010111000110110, ID EN HEXADECIMAL: 9AE36, FACTORIAL SUMA: 14197454024290336768
Libro_634888, ID: 634888, Suma ID: 37, ID EN BINARIO: 10011011000000001000, ID EN HEXADECIMAL: 9B008, FACTORIAL SUMA: 1096907932701818880
Libro_636174, ID: 636174, Suma ID: 27, ID EN BINARIO: 10011011010100001110, ID EN HEXADECIMAL: 9B50E, FACTORIAL SUMA: 12963097176472289280
Libro_637213, ID: 637213, Suma ID: 22, ID EN BINARIO: 10011011100100011101, ID EN HEXADECIMAL: 9B91D, FACTORIAL SUMA: 17196083355034583040
Libro_638297, ID: 638297, Suma ID: 35, ID EN BINARIO: 10011011110101011001, ID EN HEXADECIMAL: 9BD59, FACTORIAL SUMA: 6399018521010896896
Libro_641174, ID: 641174, Suma ID: 23, ID EN BINARIO: 10011100100010010110, ID EN HEXADECIMAL: 9C896, FACTORIAL SUMA: 8128291617894825984
Libro_647913, ID: 647913, Suma ID: 30, ID EN BINARIO: 10011110001011101001, ID EN HEXADECIMAL: 9E2E9, FACTORIAL SUMA: 9682165104862298112
Libro_649214, ID: 649214, Suma ID: 26, ID EN BINARIO: 10011110011111111110, ID EN HEXADECIMAL: 9E7FE, FACTORIAL SUMA: 16877220553537093632
Libro_651212, ID: 651212, Suma ID: 17, ID EN BINARIO: 10011110111111001100, ID EN HEXADECIMAL: 9EFCC, FACTORIAL SUMA: 355687428096000
Libro_652177, ID: 652177, Suma ID: 28, ID EN BINARIO: 10011111001110010001, ID EN HEXADECIMAL: 9F391, FACTORIAL SUMA: 12478583540742619136
Libro_654485, ID: 654485, Suma ID: 32, ID EN BINARIO: 10011111110010010101, ID EN HEXADECIMAL: 9FC95, FACTORIAL SUMA: 12400865694432886784
Libro_654697, ID: 654697, Suma ID: 37, ID EN BINARIO: 10011111110101101001, ID EN HEXADECIMAL: 9FD69, FACTORIAL SUMA: 1096907932701818880
Libro_655954, ID: 655954, Suma ID: 34, ID EN BINARIO: 10100000001001010010, ID EN HEXADECIMAL: A0252, FACTORIAL SUMA: 4926277576697053184
Libro_663722, ID: 663722, Suma ID: 26, ID EN BINARIO: 10100010000010101010, ID EN HEXADECIMAL: A20AA, FACTORIAL SUMA: 16877220553537093632
Libro_668824, ID: 668824, Suma ID: 34, ID EN BINARIO: 10100011010010011000, ID EN HEXADECIMAL: A3498, FACTORIAL SUMA: 4926277576697053184
Libro_673694, ID: 673694, Suma ID: 35, ID EN BINARIO: 10100100011110011110, ID EN HEXADECIMAL: A479E, FACTORIAL SUMA: 6399018521010896896
Libro_676962, ID: 676962, Suma ID: 36, ID EN BINARIO: 10100101010001100010, ID EN HEXADECIMAL: A5462, FACTORIAL SUMA: 9003737871877668864
Libro_677424, ID: 677424, Suma ID: 30, ID EN BINARIO: 10100101011000110000, ID EN HEXADECIMAL: A5630, FACTORIAL SUMA: 9682165104862298112
Libro_684128, ID: 684128, Suma ID: 29, ID EN BINARIO: 10100111000001100000, ID EN HEXADECIMAL: A7060, FACTORIAL SUMA: 11390785281054474240
Libro_689489, ID: 689489, Suma ID: 44, ID EN BINARIO: 10101000010101010001, ID EN HEXADECIMAL: A8551, FACTORIAL SUMA: 2673996885588443136
Libro_691697, ID: 691697, Suma ID: 38, ID EN BINARIO: 10101000110111110001, ID EN HEXADECIMAL: A8DF1, FACTORIAL SUMA: 4789013295250014208
Libro_695823, ID: 695823, Suma ID: 33, ID EN BINARIO: 10101001111000001111, ID EN HEXADECIMAL: A9E0F, FACTORIAL SUMA: 3400198294675128320
Libro_697567, ID: 697567, Suma ID: 40, ID EN BINARIO: 10101010010011011111, ID EN HEXADECIMAL: AA4DF, FACTORIAL SUMA: 18376134811363311616
Libro_697629, ID: 697629, Suma ID: 39, ID EN BINARIO: 10101010010100011101, ID EN HEXADECIMAL: AA51D, FACTORIAL SUMA: 2304077777655037952
Libro_698219, ID: 698219, Suma ID: 35, ID EN BINARIO: 10101010011101101011, ID EN HEXADECIMAL: AA76B, FACTORIAL SUMA: 6399018521010896896
Libro_698489, ID: 698489, Suma ID: 44, ID EN BINARIO: 10101010100001111001, ID EN HEXADECIMAL: AA879, FACTORIAL SUMA: 2673996885588443136
Libro_711252, ID: 711252, Suma ID: 18, ID EN BINARIO: 10101101101001010100, ID EN HEXADECIMAL: ADA54, FACTORIAL SUMA: 6402373705728000
Libro_712717, ID: 712717, Suma ID: 25, ID EN BINARIO: 10101110000000001101, ID EN HEXADECIMAL: AE00D, FACTORIAL SUMA: 7034535277573963776
Libro_714368, ID: 714368, Suma ID: 29, ID EN BINARIO: 10101110011010000000, ID EN HEXADECIMAL: AE680, FACTORIAL SUMA: 11390785281054474240
Libro_714442, ID: 714442, Suma ID: 22, ID EN BINARIO: 10101110011011001010, ID EN HEXADECIMAL: AE6CA, FACTORIAL SUMA: 17196083355034583040
Libro_715122, ID: 715122, Suma ID: 18, ID EN BINARIO: 10101110100101110010, ID EN HEXADECIMAL: AE972, FACTORIAL SUMA: 6402373705728000
Libro_715787, ID: 715787, Suma ID: 35, ID EN BINARIO: 10101110110000001011, ID EN HEXADECIMAL: AEC0B, FACTORIAL SUMA: 6399018521010896896
Libro_717518, ID: 717518, Suma ID: 29, ID EN BINARIO: 10101111001011001110, ID EN HEXADECIMAL: AF2CE, FACTORIAL SUMA: 11390785281054474240
Libro_724512, ID: 724512, Suma ID: 21, ID EN BINARIO: 10110000111000100000, ID EN HEXADECIMAL: B0E20, FACTORIAL SUMA: 14197454024290336768
Libro_724952, ID: 724952, Suma ID: 29, ID EN BINARIO: 10110000111111011000, ID EN HEXADECIMAL: B0FD8, FACTORIAL SUMA: 11390785281054474240
Libro_725772, ID: 725772, Suma ID: 30, ID EN BINARIO: 10110001001100001100, ID EN HEXADECIMAL: B130C, FACTORIAL SUMA: 9682165104862298112
Libro_726825, ID: 726825, Suma ID: 30, ID EN BINARIO: 10110001011100101001, ID EN HEXADECIMAL: B1729, FACTORIAL SUMA: 9682165104862298112
Libro_727592, ID: 727592, Suma ID: 32, ID EN BINARIO: 10110001101000101000, ID EN HEXADECIMAL: B1A28, FACTORIAL SUMA: 12400865694432886784
Libro_727936, ID: 727936, Suma ID: 34, ID EN BINARIO: 10110001101110000000, ID EN HEXADECIMAL: B1B80, FACTORIAL SUMA: 4926277576697053184
Libro_733843, ID: 733843, Suma ID: 28, ID EN BINARIO: 10110011001010010011, ID EN HEXADECIMAL: B3293, FACTORIAL SUMA: 12478583540742619136
Libro_735622, ID: 735622, Suma ID: 25, ID EN BINARIO: 10110011100110000110, ID EN HEXADECIMAL: B3986, FACTORIAL SUMA: 7034535277573963776
Libro_742248, ID: 742248, Suma ID: 27, ID EN BINARIO: 10110101001101101000, ID EN HEXADECIMAL: B5368, FACTORIAL SUMA: 12963097176472289280
Libro_742981, ID: 742981, Suma ID: 31, ID EN BINARIO: 10110101011001000101, ID EN HEXADECIMAL: B5645, FACTORIAL SUMA: 4999213071378415616
Libro_746364, ID: 746364, Suma ID: 30, ID EN BINARIO: 10110110001101111100, ID EN HEXADECIMAL: B637C, FACTORIAL SUMA: 9682165104862298112
Libro_747694, ID: 747694, Suma ID: 37, ID EN BINARIO: 10110110100010101110, ID EN HEXADECIMAL: B68AE, FACTORIAL SUMA: 1096907932701818880
Libro_755589, ID: 755589, Suma ID: 39, ID EN BINARIO: 10111000011110000101, ID EN HEXADECIMAL: B8785, FACTORIAL SUMA: 2304077777655037952
Libro_755992, ID: 755992, Suma ID: 37, ID EN BINARIO: 10111000100100011000, ID EN HEXADECIMAL: B8918, FACTORIAL SUMA: 1096907932701818880
Libro_758791, ID: 758791, Suma ID: 37, ID EN BINARIO: 10111001010000000111, ID EN HEXADECIMAL: B9407, FACTORIAL SUMA: 1096907932701818880
Libro_761637, ID: 761637, Suma ID: 30, ID EN BINARIO: 10111001111100100101, ID EN HEXADECIMAL: B9F25, FACTORIAL SUMA: 9682165104862298112
Libro_763932, ID: 763932, Suma ID: 30, ID EN BINARIO: 10111010100000011100, ID EN HEXADECIMAL: BA81C, FACTORIAL SUMA: 9682165104862298112
Libro_765531, ID: 765531, Suma ID: 27, ID EN BINARIO: 10111010111001011011, ID EN HEXADECIMAL: BAE5B, FACTORIAL SUMA: 12963097176472289280
Libro_767963, ID: 767963, Suma ID: 38, ID EN BINARIO: 10111011011111011011, ID EN HEXADECIMAL: BB7DB, FACTORIAL SUMA: 4789013295250014208
Libro_774337, ID: 774337, Suma ID: 31, ID EN BINARIO: 10111101000011000001, ID EN HEXADECIMAL: BD0C1, FACTORIAL SUMA: 4999213071378415616
Libro_775123, ID: 775123, Suma ID: 25, ID EN BINARIO: 10111101001111010011, ID EN HEXADECIMAL: BD3D3, FACTORIAL SUMA: 7034535277573963776
Libro_775139, ID: 775139, Suma ID: 32, ID EN BINARIO: 10111101001111100011, ID EN HEXADECIMAL: BD3E3, FACTORIAL SUMA: 12400865694432886784
Libro_775425, ID: 775425, Suma ID: 30, ID EN BINARIO: 10111101010100000001, ID EN HEXADECIMAL: BD501, FACTORIAL SUMA: 9682165104862298112
Libro_778142, ID: 778142, Suma ID: 29, ID EN BINARIO: 10111101111110011110, ID EN HEXADECIMAL: BDF9E, FACTORIAL SUMA: 11390785281054474240
Libro_781215, ID: 781215, Suma ID: 24, ID EN BINARIO: 10111110101110011111, ID EN HEXADECIMAL: BEB9F, FACTORIAL SUMA: 10611558092380307456
Libro_782865, ID: 782865, Suma ID: 36, ID EN BINARIO: 10111111001000010001, ID EN HEXADECIMAL: BF211, FACTORIAL SUMA: 9003737871877668864
Libro_783959, ID: 783959, Suma ID: 41, ID EN BINARIO: 10111111011001010111, ID EN HEXADECIMAL: BF657, FACTORIAL SUMA: 15551764317513711616
Libro_788145, ID: 788145, Suma ID: 33, ID EN BINARIO: 11000000011010110001, ID EN HEXADECIMAL: C06B1, FACTORIAL SUMA: 3400198294675128320
Libro_792655, ID: 792655, Suma ID: 34, ID EN BINARIO: 11000001100001001111, ID EN HEXADECIMAL: C184F, FACTORIAL SUMA: 4926277576697053184
Libro_812487, ID: 812487, Suma ID: 30, ID EN BINARIO: 11000110010111000111, ID EN HEXADECIMAL: C65C7, FACTORIAL SUMA: 9682165104862298112
Libro_813341, ID: 813341, Suma ID: 20, ID EN BINARIO: 11000110100100011101, ID EN HEXADECIMAL: C691D, FACTORIAL SUMA: 2432902008176640000
Libro_815441, ID: 815441, Suma ID: 23, ID EN BINARIO: 11000111000101010001, ID EN HEXADECIMAL: C7151, FACTORIAL SUMA: 8128291617894825984
Libro_817535, ID: 817535, Suma ID: 29, ID EN BINARIO: 11000111100101111111, ID EN HEXADECIMAL: C797F, FACTORIAL SUMA: 11390785281054474240
Libro_825292, ID: 825292, Suma ID: 28, ID EN BINARIO: 11001001011111001100, ID EN HEXADECIMAL: C97CC, FACTORIAL SUMA: 12478583540742619136
Libro_826371, ID: 826371, Suma ID: 27, ID EN BINARIO: 11001001110000000011, ID EN HEXADECIMAL: C9C03, FACTORIAL SUMA: 12963097176472289280
Libro_834852, ID: 834852, Suma ID: 30, ID EN BINARIO: 11001011110100100100, ID EN HEXADECIMAL: CBD24, FACTORIAL SUMA: 9682165104862298112
Libro_836644, ID: 836644, Suma ID: 31, ID EN BINARIO: 11001100010000100100, ID EN HEXADECIMAL: CC424, FACTORIAL SUMA: 4999213071378415616
Libro_838631, ID: 838631, Suma ID: 29, ID EN BINARIO: 11001100101111100111, ID EN HEXADECIMAL: CCBE7, FACTORIAL SUMA: 11390785281054474240
Libro_838669, ID: 838669, Suma ID: 40, ID EN BINARIO: 11001100110000001101, ID EN HEXADECIMAL: CCC0D, FACTORIAL SUMA: 18376134811363311616
Libro_841288, ID: 841288, Suma ID: 31, ID EN BINARIO: 11001101011001001000, ID EN HEXADECIMAL: CD648, FACTORIAL SUMA: 4999213071378415616
Libro_841984, ID: 841984, Suma ID: 34, ID EN BINARIO: 11001101100100000000, ID EN HEXADECIMAL: CD900, FACTORIAL SUMA: 4926277576697053184
Libro_843754, ID: 843754, Suma ID: 31, ID EN BINARIO: 11001101111111101010, ID EN HEXADECIMAL: CDFEA, FACTORIAL SUMA: 4999213071378415616
Libro_844427, ID: 844427, Suma ID: 29, ID EN BINARIO: 11001110001010001011, ID EN HEXADECIMAL: CE28B, FACTORIAL SUMA: 11390785281054474240
Libro_847157, ID: 847157, Suma ID: 32, ID EN BINARIO: 11001110110100110101, ID EN HEXADECIMAL: CED35, FACTORIAL SUMA: 12400865694432886784
Libro_849474, ID: 849474, Suma ID: 36, ID EN BINARIO: 11001111011001000010, ID EN HEXADECIMAL: CF642, FACTORIAL SUMA: 9003737871877668864
Libro_851485, ID: 851485, Suma ID: 31, ID EN BINARIO: 11001111111000011101, ID EN HEXADECIMAL: CFE1D, FACTORIAL SUMA: 4999213071378415616
Libro_853285, ID: 853285, Suma ID: 31, ID EN BINARIO: 11010000010100100101, ID EN HEXADECIMAL: D0525, FACTORIAL SUMA: 4999213071378415616
Libro_861148, ID: 861148, Suma ID: 28, ID EN BINARIO: 11010010001111011100, ID EN HEXADECIMAL: D23DC, FACTORIAL SUMA: 12478583540742619136
Libro_864499, ID: 864499, Suma ID: 40, ID EN BINARIO: 11010011000011110011, ID EN HEXADECIMAL: D30F3, FACTORIAL SUMA: 18376134811363311616
Libro_866166, ID: 866166, Suma ID: 33, ID EN BINARIO: 11010011011101110110, ID EN HEXADECIMAL: D3776, FACTORIAL SUMA: 3400198294675128320
Libro_873758, ID: 873758, Suma ID: 38, ID EN BINARIO: 11010101010100011110, ID EN HEXADECIMAL: D551E, FACTORIAL SUMA: 4789013295250014208
Libro_876918, ID: 876918, Suma ID: 39, ID EN BINARIO: 11010110000101110110, ID EN HEXADECIMAL: D6176, FACTORIAL SUMA: 2304077777655037952
Libro_879625, ID: 879625, Suma ID: 37, ID EN BINARIO: 11010110110000001001, ID EN HEXADECIMAL: D6C09, FACTORIAL SUMA: 1096907932701818880
Libro_881837, ID: 881837, Suma ID: 35, ID EN BINARIO: 11010111010010101101, ID EN HEXADECIMAL: D74AD, FACTORIAL SUMA: 6399018521010896896
Libro_882463, ID: 882463, Suma ID: 31, ID EN BINARIO: 11010111011100011111, ID EN HEXADECIMAL: D771F, FACTORIAL SUMA: 4999213071378415616
Libro_882585, ID: 882585, Suma ID: 36, ID EN BINARIO: 11010111011110011001, ID EN HEXADECIMAL: D7799, FACTORIAL SUMA: 9003737871877668864
Libro_882893, ID: 882893, Suma ID: 38, ID EN BINARIO: 11010111100011001101, ID EN HEXADECIMAL: D78CD, FACTORIAL SUMA: 4789013295250014208
Libro_887668, ID: 887668, Suma ID: 43, ID EN BINARIO: 11011000101101110100, ID EN HEXADECIMAL: D8B74, FACTORIAL SUMA: 10541877243825618944
Libro_889735, ID: 889735, Suma ID: 40, ID EN BINARIO: 11011001001110000111, ID EN HEXADECIMAL: D9387, FACTORIAL SUMA: 18376134811363311616
Libro_892854, ID: 892854, Suma ID: 36, ID EN BINARIO: 11011001111110110110, ID EN HEXADECIMAL: D9FB6, FACTORIAL SUMA: 9003737871877668864
Libro_893127, ID: 893127, Suma ID: 30, ID EN BINARIO: 11011010000011000111, ID EN HEXADECIMAL: DA0C7, FACTORIAL SUMA: 9682165104862298112
Libro_894943, ID: 894943, Suma ID: 37, ID EN BINARIO: 11011010011111011111, ID EN HEXADECIMAL: DA7DF, FACTORIAL SUMA: 1096907932701818880
Libro_895827, ID: 895827, Suma ID: 39, ID EN BINARIO: 11011010101101010011, ID EN HEXADECIMAL: DAB53, FACTORIAL SUMA: 2304077777655037952
Libro_896726, ID: 896726, Suma ID: 38, ID EN BINARIO: 11011010111011010110, ID EN HEXADECIMAL: DAED6, FACTORIAL SUMA: 4789013295250014208
Libro_897165, ID: 897165, Suma ID: 36, ID EN BINARIO: 11011011000010001101, ID EN HEXADECIMAL: DB08D, FACTORIAL SUMA: 9003737871877668864
Libro_897881, ID: 897881, Suma ID: 41, ID EN BINARIO: 11011011001101011001, ID EN HEXADECIMAL: DB359, FACTORIAL SUMA: 15551764317513711616
Libro_899233, ID: 899233, Suma ID: 34, ID EN BINARIO: 11011011100010100001, ID EN HEXADECIMAL: DB8A1, FACTORIAL SUMA: 4926277576697053184
Libro_913133, ID: 913133, Suma ID: 20, ID EN BINARIO: 11011110111011101101, ID EN HEXADECIMAL: DEEED, FACTORIAL SUMA: 2432902008176640000
Libro_913985, ID: 913985, Suma ID: 35, ID EN BINARIO: 11011111001001000001, ID EN HEXADECIMAL: DF241, FACTORIAL SUMA: 6399018521010896896
Libro_915258, ID: 915258, Suma ID: 30, ID EN BINARIO: 11011111011100111010, ID EN HEXADECIMAL: DF73A, FACTORIAL SUMA: 9682165104862298112
Libro_917683, ID: 917683, Suma ID: 34, ID EN BINARIO: 11100000000010110011, ID EN HEXADECIMAL: E00B3, FACTORIAL SUMA: 4926277576697053184
Libro_927364, ID: 927364, Suma ID: 31, ID EN BINARIO: 11100010011010000100, ID EN HEXADECIMAL: E2684, FACTORIAL SUMA: 4999213071378415616
Libro_927519, ID: 927519, Suma ID: 33, ID EN BINARIO: 11100010011100011111, ID EN HEXADECIMAL: E271F, FACTORIAL SUMA: 3400198294675128320
Libro_928263, ID: 928263, Suma ID: 30, ID EN BINARIO: 11100010101000000111, ID EN HEXADECIMAL: E2A07, FACTORIAL SUMA: 9682165104862298112
Libro_928739, ID: 928739, Suma ID: 38, ID EN BINARIO: 11100010101111100011, ID EN HEXADECIMAL: E2BE3, FACTORIAL SUMA: 4789013295250014208
Libro_932996, ID: 932996, Suma ID: 38, ID EN BINARIO: 11100011110010000100, ID EN HEXADECIMAL: E3C84, FACTORIAL SUMA: 4789013295250014208
Libro_936939, ID: 936939, Suma ID: 39, ID EN BINARIO: 11100100101111101011, ID EN HEXADECIMAL: E4BEB, FACTORIAL SUMA: 2304077777655037952
Libro_941148, ID: 941148, Suma ID: 27, ID EN BINARIO: 11100101110001011100, ID EN HEXADECIMAL: E5C5C, FACTORIAL SUMA: 12963097176472289280
Libro_945581, ID: 945581, Suma ID: 32, ID EN BINARIO: 11100110110110101101, ID EN HEXADECIMAL: E6DAD, FACTORIAL SUMA: 12400865694432886784
Libro_948956, ID: 948956, Suma ID: 41, ID EN BINARIO: 11100111101011011100, ID EN HEXADECIMAL: E7ADC, FACTORIAL SUMA: 15551764317513711616
Libro_953529, ID: 953529, Suma ID: 33, ID EN BINARIO: 11101000110010111001, ID EN HEXADECIMAL: E8CB9, FACTORIAL SUMA: 3400198294675128320
Libro_955617, ID: 955617, Suma ID: 33, ID EN BINARIO: 11101001010011100001, ID EN HEXADECIMAL: E94E1, FACTORIAL SUMA: 3400198294675128320
Libro_955762, ID: 955762, Suma ID: 34, ID EN BINARIO: 11101001010101110010, ID EN HEXADECIMAL: E9572, FACTORIAL SUMA: 4926277576697053184
Libro_958273, ID: 958273, Suma ID: 34, ID EN BINARIO: 11101001111101000001, ID EN HEXADECIMAL: E9F41, FACTORIAL SUMA: 4926277576697053184
Libro_964145, ID: 964145, Suma ID: 29, ID EN BINARIO: 11101011011000110001, ID EN HEXADECIMAL: EB631, FACTORIAL SUMA: 11390785281054474240
Libro_964369, ID: 964369, Suma ID: 37, ID EN BINARIO: 11101011011100010001, ID EN HEXADECIMAL: EB711, FACTORIAL SUMA: 1096907932701818880
Libro_968695, ID: 968695, Suma ID: 43, ID EN BINARIO: 11101100011111110111, ID EN HEXADECIMAL: EC7F7, FACTORIAL SUMA: 10541877243825618944
Libro_968773, ID: 968773, Suma ID: 40, ID EN BINARIO: 11101100100001000101, ID EN HEXADECIMAL: EC845, FACTORIAL SUMA: 18376134811363311616
Libro_968935, ID: 968935, Suma ID: 40, ID EN BINARIO: 11101100100011100111, ID EN HEXADECIMAL: EC8E7, FACTORIAL SUMA: 18376134811363311616
Libro_986349, ID: 986349, Suma ID: 39, ID EN BINARIO: 11110000110011101101, ID EN HEXADECIMAL: F0CED, FACTORIAL SUMA: 2304077777655037952
Libro_988836, ID: 988836, Suma ID: 42, ID EN BINARIO: 11110001011010100100, ID EN HEXADECIMAL: F16A4, FACTORIAL SUMA: 7538058755741581312
Libro_988919, ID: 988919, Suma ID: 44, ID EN BINARIO: 11110001011011110111, ID EN HEXADECIMAL: F16F7, FACTORIAL SUMA: 2673996885588443136
Libro_996111, ID: 996111, Suma ID: 27, ID EN BINARIO: 11110011001100001111, ID EN HEXADECIMAL: F330F, FACTORIAL SUMA: 12963097176472289280
Libro_996365, ID: 996365, Suma ID: 38, ID EN BINARIO: 11110011010000001101, ID EN HEXADECIMAL: F340D, FACTORIAL SUMA: 4789013295250014208
Libro_997581, ID: 997581, Suma ID: 39, ID EN BINARIO: 11110011100011001101, ID EN HEXADECIMAL: F38CD, FACTORIAL SUMA: 2304077777655037952
Libro_999863, ID: 999863, Suma ID: 44, ID EN BINARIO: 11110100000110110111, ID EN HEXADECIMAL: F41B7, FACTORIAL SUMA: 2673996885588443136
