Grupo D
Libro_115312, ID: 115312, Suma ID: 13, ID EN BINARIO: 11100001001110000, ID EN HEXADECIMAL: 1C270, FACTORIAL SUMA: 6227020800
Libro_587753, ID: 587753, Suma ID: 35, ID EN BINARIO: 10001111011111101001, ID EN HEXADECIMAL: 8F7E9, FACTORIAL SUMA: 6399018521010896896
Libro_587844, ID: 587844, Suma ID: 36, ID EN BINARIO: 10001111100001000100, ID EN HEXADECIMAL: 8F844, FACTORIAL SUMA: 9003737871877668864
Libro_591986, ID: 591986, Suma ID: 38, ID EN BINARIO: 10010000100001110010, ID EN HEXADECIMAL: 90872, FACTORIAL SUMA: 4789013295250014208
Libro_591994, ID: 591994, Suma ID: 37, ID EN BINARIO: 10010000100001111010, ID EN HEXADECIMAL: 9087A, FACTORIAL SUMA: 1096907932701818880
Libro_594847, ID: 594847, Suma ID: 37, ID EN BINARIO: 10010001001110011111, ID EN HEXADECIMAL: 9139F, FACTORIAL SUMA: 1096907932701818880
Libro_595514, ID: 595514, Suma ID: 29, ID EN BINARIO: 10010001011000111010, ID EN HEXADECIMAL: 9163A, FACTORIAL SUMA: 11390785281054474240
Libro_596161, ID: 596161, Suma ID: 28, ID EN BINARIO: 10010001100011000001, ID EN HEXADECIMAL: 918C1, FACTORIAL SUMA: 12478583540742619136
Libro_598562, ID: 598562, Suma ID: 35, ID EN BINARIO: 10010010001000100010, ID EN HEXADECIMAL: 92222, FACTORIAL SUMA: 6399018521010896896
Libro_598568, ID: 598568, Suma ID: 41, ID EN BINARIO: 10010010001000101000, ID EN HEXADECIMAL: 92228, FACTORIAL SUMA: 15551764317513711616
Libro_598785, ID: 598785, Suma ID: 42, ID EN BINARIO: 10010010001100000001, ID EN HEXADECIMAL: 92301, FACTORIAL SUMA: 7538058755741581312
Libro_599371, ID: 599371, Suma ID: 34, ID EN BINARIO: 10010010010101001011, ID EN HEXADECIMAL: 9254B, FACTORIAL SUMA: 4926277576697053184
Libro_611293, ID: 611293, Suma ID: 22, ID EN BINARIO: 10010101001111011101, ID EN HEXADECIMAL: 953DD, FACTORIAL SUMA: 17196083355034583040
Libro_612676, ID: 612676, Suma ID: 28, ID EN BINARIO: 10010101100101000100, ID EN HEXADECIMAL: 95944, FACTORIAL SUMA: 12478583540742619136
Libro_616133, ID: 616133, Suma ID: 20, ID EN BINARIO: 10010110011011000101, ID EN HEXADECIMAL: 966C5, FACTORIAL SUMA: 2432902008176640000
Libro_618989, ID: 618989, Suma ID: 41, ID EN BINARIO: 10010111000111101101, ID EN HEXADECIMAL: 971ED, FACTORIAL SUMA: 15551764317513711616
Libro_622591, ID: 622591, Suma ID: 25, ID EN BINARIO: 10010111111111111111, ID EN HEXADECIMAL: 97FFF, FACTORIAL SUMA: 7034535277573963776
Libro_623242, ID: 623242, Suma ID: 19, ID EN BINARIO: 10011000001010001010, ID EN HEXADECIMAL: 9828A, FACTORIAL SUMA: 121645100408832000
Libro_623498, ID: 623498, Suma ID: 32, ID EN BINARIO: 10011000001110001010, ID EN HEXADECIMAL: 9838A, FACTORIAL SUMA: 12400865694432886784
Libro_627872, ID: 627872, Suma ID: 32, ID EN BINARIO: 10011001010010100000, ID EN HEXADECIMAL: 994A0, FACTORIAL SUMA: 12400865694432886784
Libro_638281, ID: 638281, Suma ID: 28, ID EN BINARIO: 10011011110101001001, ID EN HEXADECIMAL: 9BD49, FACTORIAL SUMA: 12478583540742619136
Libro_646149, ID: 646149, Suma ID: 30, ID EN BINARIO: 10011101110000000101, ID EN HEXADECIMAL: 9DC05, FACTORIAL SUMA: 9682165104862298112
Libro_654487, ID: 654487, Suma ID: 34, ID EN BINARIO: 10011111110010010111, ID EN HEXADECIMAL: 9FC97, FACTORIAL SUMA: 4926277576697053184
Libro_658193, ID: 658193, Suma ID: 32, ID EN BINARIO: 10100000101100010001, ID EN HEXADECIMAL: A0B11, FACTORIAL SUMA: 12400865694432886784
Libro_663425, ID: 663425, Suma ID: 26, ID EN BINARIO: 10100001111110000001, ID EN HEXADECIMAL: A1F81, FACTORIAL SUMA: 16877220553537093632
Libro_667886, ID: 667886, Suma ID: 41, ID EN BINARIO: 10100011000011101110, ID EN HEXADECIMAL: A30EE, FACTORIAL SUMA: 15551764317513711616
Libro_668312, ID: 668312, Suma ID: 26, ID EN BINARIO: 10100011001010011000, ID EN HEXADECIMAL: A3298, FACTORIAL SUMA: 16877220553537093632
Libro_671194, ID: 671194, Suma ID: 28, ID EN BINARIO: 10100011110111011010, ID EN HEXADECIMAL: A3DDA, FACTORIAL SUMA: 12478583540742619136
Libro_672641, ID: 672641, Suma ID: 26, ID EN BINARIO: 10100100001110000001, ID EN HEXADECIMAL: A4381, FACTORIAL SUMA: 16877220553537093632
Libro_672661, ID: 672661, Suma ID: 28, ID EN BINARIO: 10100100001110010101, ID EN HEXADECIMAL: A4395, FACTORIAL SUMA: 12478583540742619136
Libro_673914, ID: 673914, Suma ID: 30, ID EN BINARIO: 10100100100001111010, ID EN HEXADECIMAL: A487A, FACTORIAL SUMA: 9682165104862298112
Libro_673999, ID: 673999, Suma ID: 43, ID EN BINARIO: 10100100100011001111, ID EN HEXADECIMAL: A48CF, FACTORIAL SUMA: 10541877243825618944
Libro_675637, ID: 675637, Suma ID: 34, ID EN BINARIO: 10100100111100110101, ID EN HEXADECIMAL: A4F35, FACTORIAL SUMA: 4926277576697053184
Libro_676358, ID: 676358, Suma ID: 35, ID EN BINARIO: 10100101001000000110, ID EN HEXADECIMAL: A5206, FACTORIAL SUMA: 6399018521010896896
Libro_679166, ID: 679166, Suma ID: 35, ID EN BINARIO: 10100101110011111110, ID EN HEXADECIMAL: A5CFE, FACTORIAL SUMA: 6399018521010896896
Libro_683388, ID: 683388, Suma ID: 36, ID EN BINARIO: 10100110110101111100, ID EN HEXADECIMAL: A6D7C, FACTORIAL SUMA: 9003737871877668864
Libro_685497, ID: 685497, Suma ID: 39, ID EN BINARIO: 10100111010110111001, ID EN HEXADECIMAL: A75B9, FACTORIAL SUMA: 2304077777655037952
Libro_685748, ID: 685748, Suma ID: 38, ID EN BINARIO: 10100111011010110100, ID EN HEXADECIMAL: A76B4, FACTORIAL SUMA: 4789013295250014208
Libro_686211, ID: 686211, Suma ID: 24, ID EN BINARIO: 10100111100010000011, ID EN HEXADECIMAL: A7883, FACTORIAL SUMA: 10611558092380307456
Libro_688196, ID: 688196, Suma ID: 38, ID EN BINARIO: 10101000000001000100, ID EN HEXADECIMAL: A8044, FACTORIAL SUMA: 4789013295250014208
Libro_692286, ID: 692286, Suma ID: 33, ID EN BINARIO: 10101001000000111110, ID EN HEXADECIMAL: A903E, FACTORIAL SUMA: 3400198294675128320
Libro_693296, ID: 693296, Suma ID: 35, ID EN BINARIO: 10101001010000110000, ID EN HEXADECIMAL: A9430, FACTORIAL SUMA: 6399018521010896896
Libro_695381, ID: 695381, Suma ID: 32, ID EN BINARIO: 10101001110001010101, ID EN HEXADECIMAL: A9C55, FACTORIAL SUMA: 12400865694432886784
Libro_696783, ID: 696783, Suma ID: 39, ID EN BINARIO: 10101010000111001111, ID EN HEXADECIMAL: AA1CF, FACTORIAL SUMA: 2304077777655037952
Libro_698461, ID: 698461, Suma ID: 34, ID EN BINARIO: 10101010100001011101, ID EN HEXADECIMAL: AA85D, FACTORIAL SUMA: 4926277576697053184
Libro_698967, ID: 698967, Suma ID: 45, ID EN BINARIO: 10101010101001010111, ID EN HEXADECIMAL: AAA57, FACTORIAL SUMA: 9649395409222631424
Libro_711523, ID: 711523, Suma ID: 19, ID EN BINARIO: 10101101101101100011, ID EN HEXADECIMAL: ADB63, FACTORIAL SUMA: 121645100408832000
Libro_714448, ID: 714448, Suma ID: 28, ID EN BINARIO: 10101110011011010000, ID EN HEXADECIMAL: AE6D0, FACTORIAL SUMA: 12478583540742619136
Libro_725834, ID: 725834, Suma ID: 29, ID EN BINARIO: 10110001001101001010, ID EN HEXADECIMAL: B134A, FACTORIAL SUMA: 11390785281054474240
Libro_726126, ID: 726126, Suma ID: 24, ID EN BINARIO: 10110001010001101110, ID EN HEXADECIMAL: B146E, FACTORIAL SUMA: 10611558092380307456
Libro_726594, ID: 726594, Suma ID: 33, ID EN BINARIO: 10110001011001000010, ID EN HEXADECIMAL: B1642, FACTORIAL SUMA: 3400198294675128320
Libro_731511, ID: 731511, Suma ID: 18, ID EN BINARIO: 10110010100101110111, ID EN HEXADECIMAL: B2977, FACTORIAL SUMA: 6402373705728000
Libro_735931, ID: 735931, Suma ID: 28, ID EN BINARIO: 10110011101010111011, ID EN HEXADECIMAL: B3ABB, FACTORIAL SUMA: 12478583540742619136
Libro_736562, ID: 736562, Suma ID: 29, ID EN BINARIO: 10110011110100110010, ID EN HEXADECIMAL: B3D32, FACTORIAL SUMA: 11390785281054474240
Libro_736929, ID: 736929, Suma ID: 36, ID EN BINARIO: 10110011111010100001, ID EN HEXADECIMAL: B3EA1, FACTORIAL SUMA: 9003737871877668864
Libro_737492, ID: 737492, Suma ID: 32, ID EN BINARIO: 10110100000011010100, ID EN HEXADECIMAL: B40D4, FACTORIAL SUMA: 12400865694432886784
Libro_748855, ID: 748855, Suma ID: 37, ID EN BINARIO: 10110110110100110111, ID EN HEXADECIMAL: B6D37, FACTORIAL SUMA: 1096907932701818880
Libro_751395, ID: 751395, Suma ID: 30, ID EN BINARIO: 10110111011100100011, ID EN HEXADECIMAL: B7723, FACTORIAL SUMA: 9682165104862298112
Libro_754979, ID: 754979, Suma ID: 41, ID EN BINARIO: 10111000010100100011, ID EN HEXADECIMAL: B8523, FACTORIAL SUMA: 15551764317513711616
Libro_756292, ID: 756292, Suma ID: 31, ID EN BINARIO: 10111000101001000100, ID EN HEXADECIMAL: B8A44, FACTORIAL SUMA: 4999213071378415616
Libro_757555, ID: 757555, Suma ID: 34, ID EN BINARIO: 10111000111100110011, ID EN HEXADECIMAL: B8F33, FACTORIAL SUMA: 4926277576697053184
Libro_761681, ID: 761681, Suma ID: 29, ID EN BINARIO: 10111001111101010001, ID EN HEXADECIMAL: B9F51, FACTORIAL SUMA: 11390785281054474240
Libro_762292, ID: 762292, Suma ID: 28, ID EN BINARIO: 10111010000110110100, ID EN HEXADECIMAL: BA1B4, FACTORIAL SUMA: 12478583540742619136
Libro_762323, ID: 762323, Suma ID: 23, ID EN BINARIO: 10111010000111010011, ID EN HEXADECIMAL: BA1D3, FACTORIAL SUMA: 8128291617894825984
Libro_764452, ID: 764452, Suma ID: 28, ID EN BINARIO: 10111010101000100100, ID EN HEXADECIMAL: BAA24, FACTORIAL SUMA: 12478583540742619136
Libro_766863, ID: 766863, Suma ID: 36, ID EN BINARIO: 10111011001110001111, ID EN HEXADECIMAL: BB38F, FACTORIAL SUMA: 9003737871877668864
Libro_777792, ID: 777792, Suma ID: 39, ID EN BINARIO: 10111101111001000000, ID EN HEXADECIMAL: BDE40, FACTORIAL SUMA: 2304077777655037952
Libro_778544, ID: 778544, Suma ID: 35, ID EN BINARIO: 10111110000100110000, ID EN HEXADECIMAL: BE130, FACTORIAL SUMA: 6399018521010896896
Libro_781239, ID: 781239, Suma ID: 30, ID EN BINARIO: 10111110101110110111, ID EN HEXADECIMAL: BEBB7, FACTORIAL SUMA: 9682165104862298112
Libro_784678, ID: 784678, Suma ID: 40, ID EN BINARIO: 10111111100100100110, ID EN HEXADECIMAL: BF926, FACTORIAL SUMA: 18376134811363311616
Libro_785946, ID: 785946, Suma ID: 39, ID EN BINARIO: 10111111111000011010, ID EN HEXADECIMAL: BFE1A, FACTORIAL SUMA: 2304077777655037952
Libro_786145, ID: 786145, Suma ID: 31, ID EN BINARIO: 10111111111011100001, ID EN HEXADECIMAL: BFEE1, FACTORIAL SUMA: 4999213071378415616
Libro_787719, ID: 787719, Suma ID: 39, ID EN BINARIO: 11000000010100000111, ID EN HEXADECIMAL: C0507, FACTORIAL SUMA: 2304077777655037952
Libro_791372, ID: 791372, Suma ID: 29, ID EN BINARIO: 11000001001101001100, ID EN HEXADECIMAL: C134C, FACTORIAL SUMA: 11390785281054474240
Libro_792161, ID: 792161, Suma ID: 26, ID EN BINARIO: 11000001011001100001, ID EN HEXADECIMAL: C1661, FACTORIAL SUMA: 16877220553537093632
Libro_794921, ID: 794921, Suma ID: 32, ID EN BINARIO: 11000010000100101001, ID EN HEXADECIMAL: C2129, FACTORIAL SUMA: 12400865694432886784
Libro_796423, ID: 796423, Suma ID: 31, ID EN BINARIO: 11000010011100000111, ID EN HEXADECIMAL: C2707, FACTORIAL SUMA: 4999213071378415616
Libro_798422, ID: 798422, Suma ID: 32, ID EN BINARIO: 11000010111011010110, ID EN HEXADECIMAL: C2ED6, FACTORIAL SUMA: 12400865694432886784
Libro_813846, ID: 813846, Suma ID: 30, ID EN BINARIO: 11000110101100010110, ID EN HEXADECIMAL: C6B16, FACTORIAL SUMA: 9682165104862298112
Libro_816192, ID: 816192, Suma ID: 27, ID EN BINARIO: 11000111010001000000, ID EN HEXADECIMAL: C7440, FACTORIAL SUMA: 12963097176472289280
Libro_817369, ID: 817369, Suma ID: 34, ID EN BINARIO: 11000111100011011001, ID EN HEXADECIMAL: C78D9, FACTORIAL SUMA: 4926277576697053184
Libro_817919, ID: 817919, Suma ID: 35, ID EN BINARIO: 11000111101011111111, ID EN HEXADECIMAL: C7AFF, FACTORIAL SUMA: 6399018521010896896
Libro_819584, ID: 819584, Suma ID: 35, ID EN BINARIO: 11001000000110000000, ID EN HEXADECIMAL: C8180, FACTORIAL SUMA: 6399018521010896896
Libro_824556, ID: 824556, Suma ID: 30, ID EN BINARIO: 11001001010011101100, ID EN HEXADECIMAL: C94EC, FACTORIAL SUMA: 9682165104862298112
Libro_829274, ID: 829274, Suma ID: 32, ID EN BINARIO: 11001010011101011010, ID EN HEXADECIMAL: CA75A, FACTORIAL SUMA: 12400865694432886784
Libro_835869, ID: 835869, Suma ID: 39, ID EN BINARIO: 11001100000100011101, ID EN HEXADECIMAL: CC11D, FACTORIAL SUMA: 2304077777655037952
Libro_838342, ID: 838342, Suma ID: 28, ID EN BINARIO: 11001100101011000110, ID EN HEXADECIMAL: CCAC6, FACTORIAL SUMA: 12478583540742619136
Libro_844441, ID: 844441, Suma ID: 25, ID EN BINARIO: 11001110001010011001, ID EN HEXADECIMAL: CE299, FACTORIAL SUMA: 7034535277573963776
Libro_844632, ID: 844632, Suma ID: 27, ID EN BINARIO: 11001110001101011000, ID EN HEXADECIMAL: CE358, FACTORIAL SUMA: 12963097176472289280
Libro_847377, ID: 847377, Suma ID: 36, ID EN BINARIO: 11001110111000010001, ID EN HEXADECIMAL: CEE11, FACTORIAL SUMA: 9003737871877668864
Libro_848685, ID: 848685, Suma ID: 39, ID EN BINARIO: 11001111001100101101, ID EN HEXADECIMAL: CF32D, FACTORIAL SUMA: 2304077777655037952
Libro_856381, ID: 856381, Suma ID: 31, ID EN BINARIO: 11010001000100111101, ID EN HEXADECIMAL: D113D, FACTORIAL SUMA: 4999213071378415616
Libro_861558, ID: 861558, Suma ID: 33, ID EN BINARIO: 11010010010101110110, ID EN HEXADECIMAL: D2576, FACTORIAL SUMA: 3400198294675128320
Libro_863855, ID: 863855, Suma ID: 35, ID EN BINARIO: 11010010111001101111, ID EN HEXADECIMAL: D2E6F, FACTORIAL SUMA: 6399018521010896896
Libro_865996, ID: 865996, Suma ID: 43, ID EN BINARIO: 11010011011011001100, ID EN HEXADECIMAL: D36CC, FACTORIAL SUMA: 10541877243825618944
Libro_869882, ID: 869882, Suma ID: 41, ID EN BINARIO: 11010100010111111010, ID EN HEXADECIMAL: D45FA, FACTORIAL SUMA: 15551764317513711616
Libro_875383, ID: 875383, Suma ID: 34, ID EN BINARIO: 11010101101101110111, ID EN HEXADECIMAL: D5B77, FACTORIAL SUMA: 4926277576697053184
Libro_876751, ID: 876751, Suma ID: 34, ID EN BINARIO: 11010110000011001111, ID EN HEXADECIMAL: D60CF, FACTORIAL SUMA: 4926277576697053184
Libro_876865, ID: 876865, Suma ID: 40, ID EN BINARIO: 11010110000101000001, ID EN HEXADECIMAL: D6141, FACTORIAL SUMA: 18376134811363311616
Libro_879318, ID: 879318, Suma ID: 36, ID EN BINARIO: 11010110101011010110, ID EN HEXADECIMAL: D6AD6, FACTORIAL SUMA: 9003737871877668864
Libro_886145, ID: 886145, Suma ID: 32, ID EN BINARIO: 11011000010110000001, ID EN HEXADECIMAL: D8581, FACTORIAL SUMA: 12400865694432886784
Libro_888472, ID: 888472, Suma ID: 37, ID EN BINARIO: 11011000111010011000, ID EN HEXADECIMAL: D8E98, FACTORIAL SUMA: 1096907932701818880
Libro_888979, ID: 888979, Suma ID: 49, ID EN BINARIO: 11011001000010010011, ID EN HEXADECIMAL: D9093, FACTORIAL SUMA: 8789267254022766592
Libro_891639, ID: 891639, Suma ID: 36, ID EN BINARIO: 11011001101011110111, ID EN HEXADECIMAL: D9AF7, FACTORIAL SUMA: 9003737871877668864
Libro_891892, ID: 891892, Suma ID: 37, ID EN BINARIO: 11011001101111110100, ID EN HEXADECIMAL: D9BF4, FACTORIAL SUMA: 1096907932701818880
Libro_892399, ID: 892399, Suma ID: 40, ID EN BINARIO: 11011001110111101111, ID EN HEXADECIMAL: D9DEF, FACTORIAL SUMA: 18376134811363311616
Libro_894755, ID: 894755, Suma ID: 38, ID EN BINARIO: 11011010011100100011, ID EN HEXADECIMAL: DA723, FACTORIAL SUMA: 4789013295250014208
Libro_897868, ID: 897868, Suma ID: 46, ID EN BINARIO: 11011011001101001100, ID EN HEXADECIMAL: DB34C, FACTORIAL SUMA: 1150331055211806720
Libro_912332, ID: 912332, Suma ID: 20, ID EN BINARIO: 11011110101111001100, ID EN HEXADECIMAL: DEBCC, FACTORIAL SUMA: 2432902008176640000
Libro_913712, ID: 913712, Suma ID: 23, ID EN BINARIO: 11011111000100110000, ID EN HEXADECIMAL: DF130, FACTORIAL SUMA: 8128291617894825984
Libro_915453, ID: 915453, Suma ID: 27, ID EN BINARIO: 11011111011111111101, ID EN HEXADECIMAL: DF7FD, FACTORIAL SUMA: 12963097176472289280
Libro_919332, ID: 919332, Suma ID: 27, ID EN BINARIO: 11100000011100100100, ID EN HEXADECIMAL: E0724, FACTORIAL SUMA: 12963097176472289280
Libro_924419, ID: 924419, Suma ID: 29, ID EN BINARIO: 11100001101100000011, ID EN HEXADECIMAL: E1B03, FACTORIAL SUMA: 11390785281054474240
Libro_924623, ID: 924623, Suma ID: 26, ID EN BINARIO: 11100001101111001111, ID EN HEXADECIMAL: E1BCF, FACTORIAL SUMA: 16877220553537093632
Libro_935765, ID: 935765, Suma ID: 35, ID EN BINARIO: 11100100011101010101, ID EN HEXADECIMAL: E4755, FACTORIAL SUMA: 6399018521010896896
Libro_936321, ID: 936321, Suma ID: 24, ID EN BINARIO: 11100100100110000001, ID EN HEXADECIMAL: E4981, FACTORIAL SUMA: 10611558092380307456
Libro_938959, ID: 938959, Suma ID: 43, ID EN BINARIO: 11100101001111001111, ID EN HEXADECIMAL: E53CF, FACTORIAL SUMA: 10541877243825618944
Libro_941756, ID: 941756, Suma ID: 32, ID EN BINARIO: 11100101111010111100, ID EN HEXADECIMAL: E5EBC, FACTORIAL SUMA: 12400865694432886784
Libro_942559, ID: 942559, Suma ID: 34, ID EN BINARIO: 11100110000111011111, ID EN HEXADECIMAL: E61DF, FACTORIAL SUMA: 4926277576697053184
Libro_944198, ID: 944198, Suma ID: 35, ID EN BINARIO: 11100110100001000110, ID EN HEXADECIMAL: E6846, FACTORIAL SUMA: 6399018521010896896
Libro_945625, ID: 945625, Suma ID: 31, ID EN BINARIO: 11100110110111011001, ID EN HEXADECIMAL: E6DD9, FACTORIAL SUMA: 4999213071378415616
Libro_949848, ID: 949848, Suma ID: 42, ID EN BINARIO: 11100111111001011000, ID EN HEXADECIMAL: E7E58, FACTORIAL SUMA: 7538058755741581312
Libro_954949, ID: 954949, Suma ID: 40, ID EN BINARIO: 11101001001001000101, ID EN HEXADECIMAL: E9245, FACTORIAL SUMA: 18376134811363311616
Libro_956596, ID: 956596, Suma ID: 40, ID EN BINARIO: 11101001100010110100, ID EN HEXADECIMAL: E98B4, FACTORIAL SUMA: 18376134811363311616
Libro_964138, ID: 964138, Suma ID: 31, ID EN BINARIO: 11101011011000101010, ID EN HEXADECIMAL: EB62A, FACTORIAL SUMA: 4999213071378415616
Libro_964618, ID: 964618, Suma ID: 34, ID EN BINARIO: 11101011100000001010, ID EN HEXADECIMAL: EB80A, FACTORIAL SUMA: 4926277576697053184
Libro_968354, ID: 968354, Suma ID: 35, ID EN BINARIO: 11101100011010100010, ID EN HEXADECIMAL: EC6A2, FACTORIAL SUMA: 6399018521010896896
Libro_968492, ID: 968492, Suma ID: 38, ID EN BINARIO: 11101100011100101100, ID EN HEXADECIMAL: EC72C, FACTORIAL SUMA: 4789013295250014208
Libro_968615, ID: 968615, Suma ID: 35, ID EN BINARIO: 11101100011110100111, ID EN HEXADECIMAL: EC7A7, FACTORIAL SUMA: 6399018521010896896
Libro_971749, ID: 971749, Suma ID: 37, ID EN BINARIO: 11101101001111100101, ID EN HEXADECIMAL: ED3E5, FACTORIAL SUMA: 1096907932701818880
Libro_971956, ID: 971956, Suma ID: 37, ID EN BINARIO: 11101101010010110100, ID EN HEXADECIMAL: ED4B4, FACTORIAL SUMA: 1096907932701818880
Libro_972683, ID: 972683, Suma ID: 35, ID EN BINARIO: 11101101011110001011, ID EN HEXADECIMAL: ED78B, FACTORIAL SUMA: 6399018521010896896
Libro_975212, ID: 975212, Suma ID: 26, ID EN BINARIO: 11101110000101101100, ID EN HEXADECIMAL: EE16C, FACTORIAL SUMA: 16877220553537093632
Libro_977488, ID: 977488, Suma ID: 43, ID EN BINARIO: 11101110101001010000, ID EN HEXADECIMAL: EEA50, FACTORIAL SUMA: 10541877243825618944
Libro_977851, ID: 977851, Suma ID: 37, ID EN BINARIO: 11101110101110111011, ID EN HEXADECIMAL: EEBBB, FACTORIAL SUMA: 1096907932701818880
Libro_983693, ID: 983693, Suma ID: 38, ID EN BINARIO: 11110000001010001101, ID EN HEXADECIMAL: F028D, FACTORIAL SUMA: 4789013295250014208
Libro_986154, ID: 986154, Suma ID: 33, ID EN BINARIO: 11110000110000101010, ID EN HEXADECIMAL: F0C2A, FACTORIAL SUMA: 3400198294675128320
Libro_988273, ID: 988273, Suma ID: 37, ID EN BINARIO: 11110001010001110001, ID EN HEXADECIMAL: F1471, FACTORIAL SUMA: 1096907932701818880
Libro_992279, ID: 992279, Suma ID: 38, ID EN BINARIO: 11110010010000010111, ID EN HEXADECIMAL: F2417, FACTORIAL SUMA: 4789013295250014208
Libro_992952, ID: 992952, Suma ID: 36, ID EN BINARIO: 11110010011010111000, ID EN HEXADECIMAL: F26B8, FACTORIAL SUMA: 9003737871877668864
Libro_993765, ID: 993765, Suma ID: 39, ID EN BINARIO: 11110010100111100101, ID EN HEXADECIMAL: F29E5, FACTORIAL SUMA: 2304077777655037952
Libro_994855, ID: 994855, Suma ID: 40, ID EN BINARIO: 11110010111000100111, ID EN HEXADECIMAL: F2E27, FACTORIAL SUMA: 18376134811363311616
Libro_996689, ID: 996689, Suma ID: 47, ID EN BINARIO: 11110011010101010001, ID EN HEXADECIMAL: F3551, FACTORIAL SUMA: 17172071447535812608
Libro_997918, ID: 997918, Suma ID: 43, ID EN BINARIO: 11110011101000011110, ID EN HEXADECIMAL: F3A1E, FACTORIAL SUMA: 10541877243825618944
